Year,Month,Weekly,Date,Fac.,Model,PGSC,Supplier,Part group,Stock Qty,Input Q'ty,Target of Input Qty,Inspection Qty,Pass Qty,Reject Qty,Return Qty,Percent,Return %,Result,Air Bubble,Big/ small,Bonding gap,Blk point,Burn,"Color 
2025,1,2,2025-01-06,D,VS PACE 2.0,AB1-HP6008,TAESUNG RACH GIA,Stockfit,,960,960,100,98,2,2,2.00%,0.21%,Pass,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,D,VS PACE 2.0,AB1-HP6012,TAESUNG RACH GIA,Stockfit,,810,810,90,88,2,2,2.22%,0.25%,Pass,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,D,VS PACE 2.0,AB1-HP6010,TAESUNG RACH GIA,Stockfit,,1161,1161,120,118,2,2,1.67%,0.17%,Pass,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,D,VS PACE 2.0,AB1-HP6009,TAESUNG RACH GIA,Stockfit,,252,252,30,30,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,D,ADVANTAGE,AB-GW4850,TAESUNG CU CHI,Outsole,249,0,249,249,241,8,8,3.21%,3.21%,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2025,1,2,2025-01-06,D,ADVANTAGE,AB2-GW5537,TAESUNG CU CHI,Outsole,300,0,300,300,292,8,8,2.67%,2.67%,,,,,,,,,,1,,3,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,D,ADVANTAGE,AB2-GZ5300,TAESUNG CU CHI,Outsole,122,0,122,122,119,3,3,2.46%,2.46%,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2025,1,2,2025-01-06,A,TENSAUR RUN 3.0 J,AB4-IE3544,SOC TRANG,IMEVA,0,3067,3363,2570,2207,363,363,14.12%,10.79%,,82,,,,,,,,18,,,67,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,,6023,6023,2900,2822,78,78,2.69%,1.30%,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,A,VL COURT 3.0 K,AB1-IH2406,TAESUNG RACH GIA,Outsole,,535,535,535,510,25,25,4.67%,4.67%,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,A,LIGHTSHIFT,A-JH9326,EZ,Stockfit,,469,469,469,456,13,13,2.77%,2.77%,,,,,,,,,,,,,11,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,A,LIGHTSHIFT,A-JH9315,EZ,Stockfit,950,1252,2202,2202,2164,38,38,1.73%,1.73%,,11,,,,,,,,,,,19,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,A,LIGHTSHIFT,A-JH9319,EZ,Stockfit,750,416,1166,1166,1143,23,23,1.97%,1.97%,,,,6,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,B,ADVANTAGE K,AC-GY6995,TAESUNG RACH GIA,Outsole,2550,790,3340,3340,3249,91,91,2.72%,2.72%,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,GALAXY 7 M,A-JI4601,EZ,Stockfit,,1450,1464,1110,1091,19,19,1.71%,1.30%,,,,6,,,,,,,,,,,,,,,6,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,GALAXY 7 W,AC3-ID8764,TAESUNG RACH GIA,Stockfit,536,424,960,960,945,15,15,1.56%,1.56%,,,,6,,,,,,2,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,GALAXY 7 M,AB-ID8752,EZ,Stockfit,,681,691,550,540,10,10,1.82%,1.45%,,,,,,,,,,,,,,,,,,,,,6,,,,4,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,GALAXY 7 M,AC2-ID8754,TAESUNG RACH GIA,Stockfit,901,1069,1993,1970,1938,32,32,1.62%,1.61%,,3,,5,,,,,,,,,,,,,,,13,,,,,,11,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,GALAXY 7 M,A-JI4600,EZ,Stockfit,,643,643,370,364,6,6,1.62%,0.93%,,,,,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,GRAND COURT 2.0 EL C,AC2-IE5995,TAESUNG RACH GIA,Outsole,,120,120,120,89,31,31,25.83%,25.83%,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,GALAXY 7 M,AC3-ID8757,TAESUNG RACH GIA,Stockfit,,595,595,595,583,12,12,2.02%,2.02%,,3,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,GRAND COURT 2.0 EL C,AC3-IE3851,TAESUNG RACH GIA,Outsole,,4610,4610,460,447,13,13,2.83%,0.28%,Pass,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-06,C,VL COURT 3.0 EL C,AB4-ID9155,TAESUNG CU CHI,Outsole,,534,1100,1100,957,143,143,13.00%,13.00%,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,D,VS PACE 2.0,AB1-HP6012,TAESUNG RACH GIA,Stockfit,1486,0,1486,1486,1450,36,36,2.42%,2.42%,,,,2,,,,,,1,,,12,,,,,,15,,,,,,2,,,,,,4,,,,,,,,,,,,,
2025,1,2,2025-01-07,D,VS PACE 2.0,A-JI1812,TAESUNG RACH GIA,Stockfit,1240,0,1240,1240,1208,32,32,2.58%,2.58%,,,,6,,,,,,2,,,4,,,,,,14,,,,,,,,,,,,6,,,,,,,,,,,,,
2025,1,2,2025-01-07,D,VS PACE 2.0,AB1-HP6010,TAESUNG RACH GIA,Stockfit,,1700,1700,170,165,5,5,2.94%,0.29%,Pass,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
2025,1,2,2025-01-07,D,VS PACE 2.0,AB1-HP6012,TAESUNG RACH GIA,Stockfit,,130,130,20,20,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,D,VS PACE 2.0,A-JI1811,TAESUNG RACH GIA,Stockfit,,449,449,50,50,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,D,VL COURT 3.0,A1-JP7535,EZ,Outsole,,0,742,742,721,21,21,2.83%,2.83%,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,D,VL COURT 3.0,AB-ID9184,EZ,Outsole,,0,717,717,697,20,20,2.79%,2.79%,,,,,,,16,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,D,VL COURT 3.0,AC1-ID6278,EZ,Outsole,,0,220,220,213,7,7,3.18%,3.18%,,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,B,ADVANTAGE K,AC-GY6995,TAESUNG RACH GIA,Outsole,,1863,1863,1863,1834,29,29,1.56%,1.56%,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,A,LIGHTSHIFT,A-JH9315,EZ,Stockfit,680,1758,2438,2438,2410,28,28,1.15%,1.15%,,,,5,,,,,,8,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,A,LIGHTSHIFT,A-JH9317,EZ,Stockfit,,1207,1207,1207,1185,22,22,1.82%,1.82%,,13,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,A,LIGHTSHIFT,A-JH9324,EZ,Stockfit,730,655,1385,1385,1325,60,60,4.33%,4.33%,,9,,,,,,,,17,,,21,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,,5313,5313,2100,2062,38,38,1.81%,0.72%,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,A,VL COURT 3.0 K,AB2-ID6312,TAESUNG RACH GIA,Outsole,950,167,1117,1117,1096,21,21,1.88%,1.88%,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,A,TENSAUR RUN 3.0 J,AB4-IE3544,SOC TRANG,IMEVA,13850,3876,17726,2950,2649,301,301,10.20%,1.70%,,91,,,,,,,,33,,,39,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,GALAXY 7 M,AC3-ID8757,TAESUNG RACH GIA,Stockfit,,62,62,62,59,3,3,4.84%,4.84%,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,GALAXY 7 M,AC3-ID8760,TAESUNG RACH GIA,Stockfit,,330,330,330,321,9,9,2.73%,2.73%,,,,,,,,,,2,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,GALAXY 7 M,AC2-ID8754,TAESUNG RACH GIA,Stockfit,,5010,5010,3040,2984,56,56,1.84%,1.12%,,,,,,,,,,5,,,,,,,,,29,,,,,,22,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,GALAXY 7 M,A-JI4601,EZ,Stockfit,,1920,1920,200,195,5,5,2.50%,0.26%,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,GALAXY 7 W,A-IG2117,EZ,Stockfit,,350,350,350,341,9,9,2.57%,2.57%,,,,,,,,,,2,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,GALAXY 7 M,A-JI4597,EZ,Stockfit,,266,266,100,98,2,2,2.00%,0.75%,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,GALAXY 7 M,AB-ID8752,EZ,Stockfit,,310,310,310,304,6,6,1.94%,1.94%,,,,2,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,GRAND COURT 2.0 EL C,AC3-IE3851,TAESUNG RACH GIA,Outsole,,2954,2954,290,282,8,8,2.76%,0.27%,Pass,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-07,C,VL COURT 3.0 EL C,A1-JH6317,TAESUNG CU CHI,Outsole,,6700,6700,670,662,8,8,1.19%,0.12%,Pass,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,D,ADVANTAGE,AB2-GZ5303,TAESUNG CU CHI,Outsole,67,0,67,67,65,2,2,2.99%,2.99%,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,D,ADVANTAGE,AB2-ID9630,TAESUNG CU CHI,Outsole,,121,121,121,118,3,3,2.48%,2.48%,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,D,ADVANTAGE,AB2-GW5537,TAESUNG CU CHI,Outsole,,290,290,290,282,8,8,2.76%,2.76%,,,,,,,,,,,,3,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,D,VL COURT 3.0,A1-JP7535,EZ,Outsole,,0,1127,1127,1090,37,37,3.28%,3.28%,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,D,VL COURT 3.0,A1-JP7535,EZ,Outsole,,0,2769,2769,2688,81,81,2.93%,2.93%,,,,,,,22,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,D,VL COURT 3.0,AB-ID9184,EZ,Outsole,,0,800,800,775,25,25,3.13%,3.13%,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
2025,1,2,2025-01-08,B,ADVANTAGE K,AC-GY6995,TAESUNG RACH GIA,Outsole,,3074,3074,1970,1943,27,27,1.37%,0.88%,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,A,VL COURT 3.0 K,A1-JH8725,TAESUNG RACH GIA,Outsole,,406,406,406,398,8,8,1.97%,1.97%,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,,5205,5205,2400,2313,87,87,3.63%,1.67%,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,A,LIGHTSHIFT,A-JH9317,EZ,Stockfit,,770,770,770,756,14,14,1.82%,1.82%,,7,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,A,LIGHTSHIFT,A-JH9315,EZ,Outsole,,2258,2258,2258,2224,34,34,1.51%,1.51%,,,,13,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,A,LIGHTSHIFT,A-JH9324,EZ,Outsole,1070,758,1828,1828,1784,44,44,2.41%,2.41%,,,,,,,,,,15,,,19,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,A,TENSAUR RUN 3.0 J,AB5-IE3549,SOC TRANG,IMEVA,13776,0,14028,4370,3965,405,405,9.27%,2.89%,,96,,,,,,,,39,,,72,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,A,TENSAUR SPORT 2.0 CF I,AB-GW6456,HVC,Outsole,,1231,1231,130,127,3,3,2.31%,0.24%,Pass,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,C,GALAXY 7 M,A-JI4601,EZ,Stockfit,,1406,1418,1000,984,16,16,1.60%,1.13%,,3,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,C,GALAXY 7 M,AC3-ID8760,TAESUNG RACH GIA,Stockfit,,2710,2765,2710,2651,59,59,2.18%,2.13%,,4,,7,,,,,,,,,,,,,,,39,,,,,,,9,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,C,GALAXY 7 M,AC2-ID8754,TAESUNG RACH GIA,Stockfit,,2276,2276,1750,1721,29,29,1.66%,1.27%,,,,,,,,,,3,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,0,710,710,668,42,42,5.92%,5.92%,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-08,C,VL COURT 3.0 EL C,AB4-ID9155,TAESUNG CU CHI,Outsole,,0,560,560,521,39,39,6.96%,6.96%,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,,2251,2251,1251,1216,35,35,2.80%,1.55%,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,A,VL COURT 3.0 K,AB2-ID6312,TAESUNG RACH GIA,Outsole,,342,342,342,335,7,7,2.05%,2.05%,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,A,TENSAUR SPORT 2.0 CF I,AB-GW6455,HVC,Outsole,,154,154,20,20,0,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,A,LIGHTSHIFT,A-JH9326,EZ,Stockfit,730,0,730,730,712,18,18,2.47%,2.47%,,,,1,,,,,,2,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,A,LIGHTSHIFT,A-JH9315,EZ,Stockfit,1150,696,1846,1846,1786,60,60,3.25%,3.25%,,14,,2,,,,,,11,,,26,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,A,LIGHTSHIFT,A-JH9317,EZ,Stockfit,,1223,1223,1223,1195,28,28,2.29%,2.29%,,8,,,,,,,,,,,11,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,A,TENSAUR RUN 3.0 J,AB3-IE3542,SOC TRANG,IMEVA,3056,190,3246,1410,1330,80,80,5.67%,2.46%,,39,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,A,TENSAUR RUN 3.0 J,AB4-IE3543,SOC TRANG,IMEVA,14280,140,14420,4230,3850,380,380,8.98%,2.64%,,92,,,,,,,,48,,,39,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,B,ADVANTAGE BASE 2.0 CF C,AB2-IE9019,TAESUNG RACH GIA,Outsole,,6381,6381,1530,1495,35,35,2.29%,0.55%,,,,,,,,,,6,,8,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,B,ADVANTAGE K,AC-GY6996,TAESUNG RACH GIA,Outsole,,1520,1520,1190,1162,28,28,2.35%,1.84%,,,,,,,,,,3,,7,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,C,GALAXY 7 M,A-JI4601,EZ,Stockfit,,1116,1116,370,364,6,6,1.62%,0.54%,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,C,GALAXY 7 M,A-JI4597,EZ,Stockfit,,886,886,660,648,12,12,1.82%,1.35%,,,,,,,,,,2,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,C,GALAXY 7 M,AC2-ID8754,TAESUNG RACH GIA,Stockfit,770,660,1430,1430,1395,35,35,2.45%,2.45%,,,,,,,,,,12,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,C,VL COURT 3.0 EL C,AB4-ID9155,TAESUNG CU CHI,Outsole,,0,700,700,650,50,50,7.14%,7.14%,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,0,700,600,550,50,50,8.33%,7.14%,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,C,GALAXY 7 M,AC3-ID8760,TAESUNG RACH GIA,Stockfit,,2040,2040,2040,1985,55,55,2.70%,2.70%,,5,,9,,,,,,,,,,,,,,,34,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,C,GRAND COURT 2.0 EL C,AC2-IE5995,TAESUNG RACH GIA,Outsole,,1380,1380,500,411,89,89,17.80%,6.45%,,,,,,,,,,8,,35,8,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,D,VS PACE 2.0,A-JI1812,TAESUNG RACH GIA,Stockfit,2113,1552,3665,1173,1139,34,34,2.90%,0.93%,,,,9,,,,,,,,,3,,,,,,16,,,,,,,,,,,,6,,,,,,,,,,,,,
2025,1,2,2025-01-09,D,GRAND COURT 2.0,AB1-GW9199,TAESUNG RACH GIA,Outsole,,0,920,920,891,29,29,3.15%,3.15%,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,D,VL COURT 3.0,AB1-ID9184,EZ,Outsole,,0,850,850,820,30,30,3.53%,3.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,D,VL COURT 3.0,AB1-ID6276,EZ,Outsole,,0,1660,1660,1615,45,45,2.71%,2.71%,,,,,,,,,,,,12,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,D,VL COURT 3.0,A-JP7536,EZ,Outsole,,0,600,600,577,23,23,3.83%,3.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,
2025,1,2,2025-01-09,D,VL COURT 3.0,A1-JP7535,EZ,Outsole,,0,374,374,365,9,9,2.41%,2.41%,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-10,D,TENSAUR SPORT 2.0 K,AB2-GW1981,TAESUNG CU CHI,Outsole,1018,0,1018,1018,980,38,38,3.73%,3.73%,,,,,,,15,,,,,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-10,D,ADVANTAGE,AB2-GW5537,TAESUNG CU CHI,Outsole,120,122,242,242,235,7,7,2.89%,2.89%,,,,,,,2,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-10,D,ADVANTAGE,AB2-GZ5300,TAESUNG CU CHI,Outsole,416,642,1058,416,408,8,8,1.92%,0.76%,,,,,,,,,,2,,1,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
2025,1,2,2025-01-10,D,VS PACE 2.0,A-JI1812,TAESUNG RACH GIA,Stockfit,2492,138,2630,1274,1250,24,24,1.88%,0.91%,,,,7,,,,,,,,,,,,,,,11,,,,,,2,,,,,,4,,,,,,,,,,,,,
